Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","152","Chili","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","9.053775","E","Valeur estimée",""
"MK","Indicateurs macro","159","Chine","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","8.968939","E","Valeur estimée",""
"MK","Indicateurs macro","344","Chine - RAS de Hong-Kong","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","5.445126","E","Valeur estimée",""
"MK","Indicateurs macro","446","Chine - RAS de Macao","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","10.161502","E","Valeur estimée",""
"MK","Indicateurs macro","156","Chine, continentale","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","9.051432","E","Valeur estimée",""
"MK","Indicateurs macro","196","Chypre","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","8.818061","E","Valeur estimée",""
"MK","Indicateurs macro","170","Colombie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","8.617766","E","Valeur estimée",""
"MK","Indicateurs macro","174","Comores","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","4.057371","E","Valeur estimée",""
"MK","Indicateurs macro","178","Congo","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","5.713921","E","Valeur estimée",""
"MK","Indicateurs macro","188","Costa Rica","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","1.784799","E","Valeur estimée",""
"MK","Indicateurs macro","384","Côte d'Ivoire","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","4.849769","E","Valeur estimée",""
"MK","Indicateurs macro","191","Croatie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","8.156152","E","Valeur estimée",""
"MK","Indicateurs macro","192","Cuba","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","5.959893","E","Valeur estimée",""
"MK","Indicateurs macro","531","Curaçao","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-0.763524","E","Valeur estimée",""
"MK","Indicateurs macro","208","Danemark","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","5.682485","E","Valeur estimée",""
"MK","Indicateurs macro","262","Djibouti","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","3.985276","E","Valeur estimée",""
"MK","Indicateurs macro","212","Dominique","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-9.827668","E","Valeur estimée",""
"MK","Indicateurs macro","818","Égypte","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-29.28947","E","Valeur estimée",""
"MK","Indicateurs macro","222","El Salvador","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","2.739393","E","Valeur estimée",""
"MK","Indicateurs macro","784","Émirats arabes unis","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","6.562207","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","2.531452","E","Valeur estimée",""
"MK","Indicateurs macro","232","Érythrée","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-13.342016","E","Valeur estimée",""
"MK","Indicateurs macro","724","Espagne","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","6.50036","E","Valeur estimée",""
"MK","Indicateurs macro","233","Estonie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","11.677208","E","Valeur estimée",""
"MK","Indicateurs macro","748","Eswatini","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","14.23519","E","Valeur estimée",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","3.533296","E","Valeur estimée",""
"MK","Indicateurs macro","231","Éthiopie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","3.62887","E","Valeur estimée",""
"MK","Indicateurs macro","643","Fédération de Russie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","23.078092","E","Valeur estimée",""
"MK","Indicateurs macro","242","Fidji","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","7.958537","E","Valeur estimée",""
"MK","Indicateurs macro","246","Finlande","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","5.987558","E","Valeur estimée",""
"MK","Indicateurs macro","250","France","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","4.707836","E","Valeur estimée",""
"MK","Indicateurs macro","266","Gabon","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","3.522873","E","Valeur estimée",""
"MK","Indicateurs macro","270","Gambie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-0.430628","E","Valeur estimée",""
"MK","Indicateurs macro","268","Géorgie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","7.452143","E","Valeur estimée",""
"MK","Indicateurs macro","288","Ghana","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","5.1836","E","Valeur estimée",""
"MK","Indicateurs macro","300","Grèce","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","3.985203","E","Valeur estimée",""
"MK","Indicateurs macro","308","Grenade","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","5.446358","E","Valeur estimée",""
"MK","Indicateurs macro","304","Groenland","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","5.208094","E","Valeur estimée",""
"MK","Indicateurs macro","320","Guatemala","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","6.350033","E","Valeur estimée",""
"MK","Indicateurs macro","324","Guinée","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","16.728287","E","Valeur estimée",""
"MK","Indicateurs macro","226","Guinée équatoriale","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","4.514116","E","Valeur estimée",""
"MK","Indicateurs macro","624","Guinée-Bissau","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","11.655252","E","Valeur estimée",""
"MK","Indicateurs macro","328","Guyana","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","5.39567","E","Valeur estimée",""
"MK","Indicateurs macro","332","Haïti","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","12.798275","E","Valeur estimée",""
"MK","Indicateurs macro","340","Honduras","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","4.744606","E","Valeur estimée",""
"MK","Indicateurs macro","348","Hongrie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","11.536985","E","Valeur estimée",""
"MK","Indicateurs macro","136","Îles Caïmanes","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","3.884261","E","Valeur estimée",""
"MK","Indicateurs macro","184","Îles Cook","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","11.645994","E","Valeur estimée",""
"MK","Indicateurs macro","584","Îles Marshall","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","5.046251","E","Valeur estimée",""
"MK","Indicateurs macro","090","Îles Salomon","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","4.825663","E","Valeur estimée",""
"MK","Indicateurs macro","796","Îles Turques-et-Caïques","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-2.460405","E","Valeur estimée",""
"MK","Indicateurs macro","092","Îles Vierges britanniques","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-7.559952","E","Valeur estimée",""
"MK","Indicateurs macro","356","Inde","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","13.358115","E","Valeur estimée",""
"MK","Indicateurs macro","360","Indonésie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","7.711925","E","Valeur estimée",""
"MK","Indicateurs macro","364","Iran (République islamique d')","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","6.586155","E","Valeur estimée",""
"MK","Indicateurs macro","368","Iraq","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","9.554553","E","Valeur estimée",""
"MK","Indicateurs macro","372","Irlande","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","10.929081","E","Valeur estimée",""
"MK","Indicateurs macro","352","Islande","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","18.147254","E","Valeur estimée",""
"MK","Indicateurs macro","376","Israël","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","9.541818","E","Valeur estimée",""
"MK","Indicateurs macro","380","Italie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","4.566307","E","Valeur estimée",""
"MK","Indicateurs macro","388","Jamaïque","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","4.672826","E","Valeur estimée",""
"MK","Indicateurs macro","392","Japon","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-1.254368","E","Valeur estimée",""
"MK","Indicateurs macro","400","Jordanie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","1.343795","E","Valeur estimée",""
"MK","Indicateurs macro","398","Kazakhstan","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","19.834969","E","Valeur estimée",""
"MK","Indicateurs macro","404","Kenya","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","7.1355","E","Valeur estimée",""
"MK","Indicateurs macro","417","Kirghizistan","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","10.952839","E","Valeur estimée",""
"MK","Indicateurs macro","296","Kiribati","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","3.919171","E","Valeur estimée",""
"MK","Indicateurs macro","414","Koweït","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","7.61278","E","Valeur estimée",""
"MK","Indicateurs macro","426","Lesotho","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","7.260175","E","Valeur estimée",""
"MK","Indicateurs macro","428","Lettonie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","9.910243","E","Valeur estimée",""
"MK","Indicateurs macro","422","Liban","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","2.167191","E","Valeur estimée",""
"MK","Indicateurs macro","430","Libéria","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-2.242701","E","Valeur estimée",""
"MK","Indicateurs macro","434","Libye","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","30.969552","E","Valeur estimée",""
"MK","Indicateurs macro","438","Liechtenstein","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","3.409967","E","Valeur estimée",""
"MK","Indicateurs macro","440","Lituanie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","12.742468","E","Valeur estimée",""
"MK","Indicateurs macro","442","Luxembourg","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","3.431634","E","Valeur estimée",""
"MK","Indicateurs macro","807","Macédoine du Nord","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","5.88235","E","Valeur estimée",""
"MK","Indicateurs macro","450","Madagascar","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","8.265003","E","Valeur estimée",""
"MK","Indicateurs macro","458","Malaisie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","4.496181","E","Valeur estimée",""
"MK","Indicateurs macro","454","Malawi","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","22.241069","E","Valeur estimée",""
"MK","Indicateurs macro","462","Maldives","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","3.995807","E","Valeur estimée",""
"MK","Indicateurs macro","466","Mali","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","6.31435","E","Valeur estimée",""
"MK","Indicateurs macro","470","Malte","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","15.105178","E","Valeur estimée",""
"MK","Indicateurs macro","504","Maroc","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","4.809082","E","Valeur estimée",""
"MK","Indicateurs macro","480","Maurice","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","8.168907","E","Valeur estimée",""
"MK","Indicateurs macro","478","Mauritanie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","3.318992","E","Valeur estimée",""
"MK","Indicateurs macro","484","Mexique","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","6.213095","E","Valeur estimée",""
"MK","Indicateurs macro","583","Micronésie (États fédérés de)","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","9.122009","E","Valeur estimée",""
"MK","Indicateurs macro","492","Monaco","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-1.408643","E","Valeur estimée",""
"MK","Indicateurs macro","496","Mongolie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","0.253116","E","Valeur estimée",""
"MK","Indicateurs macro","499","Monténégro","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","10.982153","E","Valeur estimée",""
"MK","Indicateurs macro","500","Montserrat","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-4.193108","E","Valeur estimée",""
"MK","Indicateurs macro","508","Mozambique","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","7.574358","E","Valeur estimée",""
"MK","Indicateurs macro","104","Myanmar","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","1.205772","E","Valeur estimée",""
"MK","Indicateurs macro","516","Namibie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","17.965938","E","Valeur estimée",""
"MK","Indicateurs macro","520","Nauru","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","7.939423","E","Valeur estimée",""
"MK","Indicateurs macro","524","Népal","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","19.602516","E","Valeur estimée",""
"MK","Indicateurs macro","558","Nicaragua","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","2.447553","E","Valeur estimée",""
"MK","Indicateurs macro","562","Niger","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","3.509916","E","Valeur estimée",""
"MK","Indicateurs macro","566","Nigéria","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-9.527161","E","Valeur estimée",""
"MK","Indicateurs macro","578","Norvège","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","7.09309","E","Valeur estimée",""
"MK","Indicateurs macro","540","Nouvelle-Calédonie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","4.099894","E","Valeur estimée",""
"MK","Indicateurs macro","554","Nouvelle-Zélande","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","8.423076","E","Valeur estimée",""
"MK","Indicateurs macro","512","Oman","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","3.501058","E","Valeur estimée",""
"MK","Indicateurs macro","800","Ouganda","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-0.335264","E","Valeur estimée",""
"MK","Indicateurs macro","860","Ouzbékistan","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-28.831344","E","Valeur estimée",""
"MK","Indicateurs macro","586","Pakistan","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","6.833551","E","Valeur estimée",""
"MK","Indicateurs macro","585","Palaos","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-3.547098","E","Valeur estimée",""
"MK","Indicateurs macro","275","Palestine","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","2.230044","E","Valeur estimée",""
"MK","Indicateurs macro","591","Panama","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","5.594183","E","Valeur estimée",""
"MK","Indicateurs macro","598","Papouasie-Nouvelle-Guinée","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","7.397655","E","Valeur estimée",""
"MK","Indicateurs macro","600","Paraguay","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","6.652694","E","Valeur estimée",""
"MK","Indicateurs macro","528","Pays-Bas","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","6.174548","E","Valeur estimée",""
"MK","Indicateurs macro","604","Pérou","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","8.145981","E","Valeur estimée",""
"MK","Indicateurs macro","608","Philippines","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","1.613303","E","Valeur estimée",""
"MK","Indicateurs macro","616","Pologne","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","11.504044","E","Valeur estimée",""
"MK","Indicateurs macro","258","Polynésie française","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","5.60293","E","Valeur estimée",""
"MK","Indicateurs macro","630","Porto Rico","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","2.88955","E","Valeur estimée",""
"MK","Indicateurs macro","620","Portugal","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","7.692302","E","Valeur estimée",""
"MK","Indicateurs macro","634","Qatar","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","3.431883","E","Valeur estimée",""
"MK","Indicateurs macro","760","République arabe syrienne","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","29.791331","E","Valeur estimée",""
"MK","Indicateurs macro","140","République centrafricaine","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","12.110939","E","Valeur estimée",""
"MK","Indicateurs macro","410","République de Corée","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","8.012736","E","Valeur estimée",""
"MK","Indicateurs macro","498","République de Moldova","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","19.988156","E","Valeur estimée",""
"MK","Indicateurs macro","180","République démocratique du Congo","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-9.673036","E","Valeur estimée",""
"MK","Indicateurs macro","418","République démocratique populaire lao","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","6.34144","E","Valeur estimée",""
"MK","Indicateurs macro","214","République dominicaine","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","4.5424","E","Valeur estimée",""
"MK","Indicateurs macro","408","République populaire démocratique de Corée","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","2.949586","E","Valeur estimée",""
"MK","Indicateurs macro","834","République-Unie de Tanzanie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","4.065654","E","Valeur estimée",""
"MK","Indicateurs macro","642","Roumanie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","13.341428","E","Valeur estimée",""
"MK","Indicateurs macro","826","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-1.513432","E","Valeur estimée",""
"MK","Indicateurs macro","646","Rwanda","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","3.690707","E","Valeur estimée",""
"MK","Indicateurs macro","662","Sainte-Lucie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","6.485786","E","Valeur estimée",""
